MTMM.00.286,Matemaatiline analüüs III,6
LOFY.01.007,Elekter ja magnetism,6
LTFY.04.002,Matemaatiline füüsika,8
SHHI.02.025,Lastekirjandus,3
HVKU.03.020,Sissejuhatus kultuurikorraldusse,6
P2VK.01.297,Museoloogia,3
HTOS.02.262,Iseseisva lugemisoskuse arendamine lähilugemise kaudu (inglise keel),3
FLGR.04.061,Saksa kirjanduse proseminar,6
SHPH.00.006,Eksperimentaalpsühholoogia eriseminar II,3
FLFI.02.097,Pedagoogiline eetika,3
FLGR.05.089,Slaavi filoloogia alused,3
MJRI.09.007,Kõrgema matemaatika rakendused sotsiaalteadustes,3
OIAO.07.064,Rahvusvahelise õiguse ajalugu ja teooria,6
SVHI.01.070,"Õppimine, õpetamine ja juhendamine",6
USUS.02.076,Teadusloo religioossetest aspektidest,3
LTAT.05.011,Tootejuhtimise lühiprojekt,3
P2OG.02.180,Karistusõigus,9
OIAO.01.046,Karistusõigus,9
ARAN.02.005,Histoloogia,8
ARKI.01.010,Üldkirurgia,4
SHZU.01.014,Reporteritöö,18
ARBK.01.043,Meditsiiniline biokeemia,5
MJJV.02.092,Turundus,5
FLEE.02.122,Eesti keele struktuur,6
P2VK.01.286,Esemete konserveerimise ja säilitamise alused,3
P2VK.05.281,Viha valitsemine,3
LOKT.09.015,Orgaanilise keemia praktikum,3
MTAT.07.028,Infoturve,3
HVVK.01.071,Valutöö tehnoloogia,3
P2PC.00.609,Finantsarvestus,3
FLGR.01.352,Nimed ingliskeelses maailmas,3
HTOS.02.235,Elu mitmekesisus I,3
FLEE.08.064,Psühholingvistika,6
HTOS.02.234,Kaasaegne eesti keel III,4
P2NC.00.946,Praktiline eesti keel I,6
LOOM.00.026,Teaduslik ettekanne,3
OIEO.04.002,Asjaõigus,6
OIEO.04.068,Tsiviilõiguse üldosa,6
KKSP.04.060,Sportlik eriala,5
LOOM.01.084,Ökoloogiline modelleerimine,2
MTAT.03.191,e-õppe tehnoloogiad kõrgkoolis,3
MJJV.03.166,Eestvedamine ja konfliktide juhtimine,6
P2VK.01.309,Nahkesemete õmblemise tehnoloogia I,3
P2VK.01.002,Joonistamine I,3
P2VK.04.601,Näitlejatöö erialapraktika I,10
KKSB.02.034,Spordibiokeemia,3
FLFI.03.007,Teadusfilosoofia ja -metodoloogia,3
MTMS.01.055,Sissejuhatus statistika erialasse,3
SHHI.03.009,Õpiraskuste psühholoogia,4
KKSB.05.059,Magistritöö füsioteraapia erialal,30
P2VK.04.255,Loovtants,3
MTAT.03.312,Informaatika koolis,3
MJJV.10.054,Kinnisvara rahandus,3
LTAT.03.001,Programmeerimine,6
MTMS.01.058,Rakendustarkvara: SAS,3
SHHI.01.027,Õppe kavandamine,6
FLAJ.05.076,Teadusliku uurimistöö alused,6
P2VK.09.023,Saksa keele algkursus I,3
LOFY.01.084,Magistriseminar eksperimentaalfüüsikas,6
MTMM.00.214,Diferentsiaalvõrrandid,6
OIAO.06.049,Õiguse entsüklopeedia,6
OIEO.06.079,Sissejuhatus rahvusvahelisse äriõigusesse,3
SVUH.10.002,Magistriseminar I,2
OIEO.04.005,Perekonnaõigus,3
HTOS.02.260,Inglise keele didaktika esimeses ja teises kooliastmes II,4
ARRD.00.013,Praktiline radioloogia,2
MTAT.03.143,Arvutid koolimatemaatikas,3
SHUH.01.025,Rühmapraktika,6
LTFY.01.020,Meditsiinitehnoloogia korraldus,6
LTFY.04.003,Statistilise füüsika magistrikursus,6
FLAJ.02.164,Muuseumipraktika,2
LOFY.01.110,Eksperimentaalne koolifüüsika,3
P2VK.05.142,Laagripraktika,3
LOKT.04.010,Keskkonnakeemia koolis,3
LOKT.00.004,Üldine ja anorgaaniline keemia,6
LTMS.00.003,Kõrgem matemaatika,3
P2NC.00.907,Sissejuhatus eesti keelde ja keeleteadusesse,3
KKSB.00.011,Bakalaureusetöö füsioteraapia erialal,12
P2PC.01.159,Projektijuhtimise rakendamine,3
LTAT.03.003,Objektorienteeritud programmeerimine,6
FLGR.04.364,Magistriseminar,6
MTAT.03.236,Programmeerimise alused,3
FLSE.00.258,Biosemiootika,6
FLEE.07.122,Soome-ugri keelte seminar,6
SOSS.04.054,Vaatluspraktika sotsiaaltöö või sotsiaalpoliitika alal,6
FLEE.07.121,Valikained uurali rahvaste kultuuriloost,6
SOZU.04.065,Professionaalne eneseanalüüs,3
P2VK.01.284,Telgedel kudumine I,6
P2PC.01.157,Spordialane inglise keel,3
MJJV.10.061,Ettevõtte väärtuse juhtimine,3
P2NC.00.948,Eesti keele jätkukursus I,6
LOFY.02.051,Kaasaegsed materjalid ja materjalide tehnoloogiad,3
P2VK.05.214,Spetsialiseerumispraktika,15
LTFY.04.006,Gravitatsiooni geomeetrilised alused,3
FLEE.02.114,Erikursus õigus- ja halduskeelest,3
OIEO.06.063,Ameerika äriõiguse alused (väärtpaberid ja vaidluste lahendamine),3
ARAN.01.034,Anatoomia,5
P2VK.01.009,Maalimine I,3
P2OG.02.156,Rahvusvaheline õigus,6
SHRG.03.025,Rahvusvaheline õigus,6
P2PC.01.160,Projektijuhtimise meetodid,6
KKSP.03.037,Spordijuhtimise praktika,6
LOKT.04.078,Ettevõttepraktika,6
P2VK.04.600,Näitlejameisterlikkus,10
HTHT.02.055,Muukeelne laps eesti koolis,3
FLAJ.01.140,Arheoloogiliste välitööde juhatamise metoodika ja praktika,9
OIAO.05.072,Magistrieksam,15
KKSB.01.034,Tervislik liikumisharrastus,3
LTOM.00.002,Juhendaja seminar,3
SVNC.00.051,Füüsika,3
MTAT.08.043,Transpordi teooria ja rakendused,3
SVSV.00.002,Ideest teostuseni,3
HVVK.14.008,Pärimustants,3
FLGR.00.061,Praktika,3
P2VK.02.756,Lisapill III,2
P2VK.05.384,Laua- ja rollimängud,6
P2OO.00.008,Mentorite väljaõpe,3
P2OG.04.056,Juriidiline ja akadeemiline inglise keel 1,6
HVVK.14.061,Kunstiõpetuse didaktika,6
HVEE.03.006,Soome keel algajaile,12
P2NC.01.013,Pidev pedagoogiline praktika,6
P2VK.02.742,Live kontsertide helindamine I,6
P2VK.02.766,Loovmäng,3
MTAT.03.318,Erialane praktika,12
HVVK.01.024,Õpikojapraktika,3
HVVK.04.003,3D graafika,3
P2OO.00.007,Tuutorite väljaõpe,6
SVPH.00.016,Inimese käitumise psühholoogia,3
LOKT.06.050,Magistriseminar mõõteteaduses I,6
FLFI.00.100,Praktika,3
HVVK.01.109,Projektitöö,3
SVHI.01.020,Kahe aine õpetaja põhipraktika,11
SVUH.00.045,Sotsiaalne süsteem ja inimene,6
LTTO.00.007,Kaugseire,3
LTTO.00.009,Keskkonnakaugseire II,3
P2NC.01.012,Pedagoogiline praktikum,4
P2VK.05.395,Sündmuste ohutus ja turvalisus,6
LTMR.00.001,Bioettevõtlus,6
LTKT.01.002,Laboritöö praktikum,3
HVVK.01.097,Disaini alused,3
SVNC.00.058,Tarkvara testimine,4
HVVK.14.014,Digitaalne fotograafia,3
LTKT.06.015,Kvaliteedisüsteemid,3
LTMR.08.001,Biokeemia praktikum,4
SHZU.05.033,Infoühiskonna aktuaalsed teemad,3
FLFI.05.003,Madis Kõivu dramaatiline filosoofia,3
P2NC.01.027,Bakalaureusetöö seminar,2
P2VK.04.644,Üldkompositsioon,6
HVVK.02.023,Arranžeerimine II,3
SVMJ.06.006,Finantstuletisinstrumendid,3
FLAJ.01.094,Lõuna-Eesti arheoloogia ja ajalugu,3
LOOM.04.064,Loomapopulatsioonide dünaamika ja majandamine,3
LOMR.09.016,Üldine histoloogia,3
LOMR.06.005,Rakubioloogia II,3
FLLC.01.002,Akadeemiline õpi- ja kirjaoskus,3
P2VK.02.669,Põhipill II,9
MJJV.02.121,Mittetraditsioonilised käsitlused turunduses,3
OIAO.06.060,IKT alused,3
SVMJ.04.010,Sissejuhatus ökonomeetriasse,3
LTTI.00.021,iGEM,9
HVVK.03.010,Majanduspoliitika alused,3
SVHI.06.003,Uurimuslik õpe,3
SVNC.00.011,Projektipõhine rahastamine,3
LTMS.00.013,Stohhastilised mudelid,3
FLAJ.02.168,Arhiivinduse alused,3
ARPA.02.012,Kohtuarstiteadus,2
MJ00.00.042,Magistritöö,30
LOFY.01.151,Mehaanika õpetamine põhikoolis,3
LOFY.01.158,Füüsika meie ümber,5
SVPC.03.011,Klienditöö oskused,8
HVUS.06.002,Maailma usundid,3
HVVK.01.090,Kavandamine käsitöös,3
SVPH.00.025,Sissejuhatus evolutsioonilisse psühholoogiasse,2
HVLC.07.015,Tõlkeprojektid,3
ARPA.01.028,Patoloogiline anatoomia,4
P2NC.01.015,Klassiõpetaja põhipraktika,11
USUS.06.134,Budismi alused,6
HVVK.01.015,Koopiapraktika,3
LTFY.04.004,Tahkiseteooria,6
SVNC.00.057,Mobiilirakenduste loomine,4
FLEE.08.053,Keeleteaduse alused,6
FLGR.05.079,Ülikoolis õpetamise praktika,6
FLAJ.00.046,Magistritöö,30
FLGR.04.733,Saksa kontrastiivne lingvistika,6
P2PC.00.683,Infograafika,5
SHUH.00.005,Akadeemiline enesejuhtimine,3
LOTI.05.065,Elektroonika,9
SVPC.03.001,Sissejuhatus sotsiaaltöösse,5
HVVK.02.022,Pilliõpetuse didaktika,6
SVMJ.03.013,Juhtimine,6
FLFI.03.104,Induktiivse riski filosoofia,3
LTMR.07.001,Taimefüsioloogia,3
HVVK.02.002,Pedagoogiline praktika,8
P2VK.02.738,Mastering II,6
FLFI.05.006,Sissejuhatus eesti kultuuri,6
P2VK.02.758,Ansambel IV,3
LOKT.03.008,Keemia koolis,3
HVAJ.01.004,Muinastehnoloogiate praktika,3
SVPC.00.025,Praktika,8
HVVK.01.087,Kirjalike tööde vormistamine,1
SVHI.01.009,Projektid ja võrgustikud haridusteadustes,6
MTMM.00.327,Analüütiline geomeetria,6
SHPH.00.029,Tunnetuspsühholoogia,3
OIAO.05.071,Avalikud e-teenused,3
P2PC.01.164,Praktiline lepinguõigus,3
SHHI.02.029,Bakalaureusetöö,10
LTMR.03.001,Geneetika,6
HVVK.14.060,Skulptuur,3
HVVK.01.010,Tootekujunduse praktika,5
P2VK.04.628,Ametipärimuse kogumine,3
KKSP.04.059,Sportliku eriala praktika,9
FLEE.00.050,Magistriseminar,3
P2VK.04.663,Etenduskunstide projekt II,3
USUS.02.090,Teaduse ja religiooni seminar,6
P2VK.04.631,Teatriajalugu,6
SVMJ.05.002,Makroökonoomika valitud teemad,4
SVMJ.06.002,Ettevõtlusrahanduse alused,3
P2VK.02.755,Lisapill II,2
SHHI.01.029,Õpetaja identiteet ja juhtimine,4
SHRG.02.020,Kaasaja valitsemine,6
FLAJ.03.186,Leedu ajalugu,4
HVVK.02.007,Akustika alused ja helitrakt,2
SVNC.00.010,Ettevõtluspraktika,9
MTAT.00.046,Praktika infotehnoloogias,12
P2VK.02.721,Helisalvestus I,3
ARPS.01.078,Psühhiaatria,9
SHPH.00.056,Sissejuhatus doktoriõppesse,3
SHHI.03.021,Afaasia,3
FLFI.00.103,Probleemipõhine filosoofia,3
HVEE.03.014,Liivi keele järgkursus,1
HVEE.01.002,Võru keele algkursus,3
HVVK.01.003,Käsitöö didaktika,3
HVLC.04.019,"Saksa keele grammatika II (100% e-õpe), tase B1",3
P2VK.02.677,Põhipill IV,3
FLSE.00.288,Keskkonna semiootiline analüüs,6
P2VK.04.646,Sissejuhatus multimeediasse,2
HVVK.01.064,Tehniline joonestamine,3
HVVK.14.058,Joonistamine,6
LTFY.01.011,Laboritöö praktikum,3
SVHI.08.001,Sissejuhatus nüüdisaegsesse õpikäsitusse,4
SVHI.01.026,Õpetajakoolituse põhipraktika,11
LTFY.03.006,Spektroskoopia eripraktikum,3
MV00.00.004,Kirurgia praktika,12
P2VK.04.632,Näitlejameisterlikkuse meistriklassid,9
FLKU.05.258,Juhendajaseminar,3
ARSK.01.039,Reumatoloogia,3
FLFI.02.038,Bioeetika,3
FLEE.02.042,Eesti õigekeelsus ja väljendusõpetus,3
SVNC.00.054,Programmeerimine,6
LOOM.02.037,Rakendusprogrammeerimine geoinformaatikas,3
FLFI.00.002,Sissejuhatus filosoofiasse,2
MTMS.02.050,Tõenäosusteooria ja statistika II,6
MTMS.01.049,Tõenäosuse ja statistika algkursus,3
MTMS.01.037,Mitteparameetriline statistika,3
SHHI.01.067,Uurimistöö seminar,3
SVPC.01.004,Spordi administreerimine,3
P2PC.00.643,Sissejuhatus kõrgkooliõpingutesse,3
HVKU.10.001,Orientalistika seminar,6
MTAT.03.083,Süsteemide modelleerimine,6
HVLC.08.016,"Korea keel algtasemele I (inglise keele baasil), tase 0 > A1.1",6
HVLC.08.017,"Korea keel algtasemele II (inglise keele baasil), tase A1.1>A1.2",6
FLLC.08.017,Jaapani kultuur ja ühiskond,3
HVLC.05.032,"Erialane vene keel arstiteaduse üliõpilastele (100% e-õpe), tase A2",3
KKSB.05.027,Terapeutiline harjutus,6
LOOM.03.002,Fatsiaalne analüüs,3
LOKT.09.033,Orgaanilise sünteesi eripraktikum,6
ARST.01.102,Lastestomatoloogia praktika,3
OIAO.01.033,Karistusõiguse aktuaalseid probleeme,6
FLGR.04.635,Teadus- ja tehnikatekstide tõlge esimesest võõrkeelest ja võõrkeelde,9
USUS.01.039,Eesti kirikulugu,3
OIAO.02.036,Praktilise õigusabi osutamine III,3
LOKT.04.037,Heitmekäitlusprotsesside modelleerimine,6
ARFR.02.052,Farmakoteraapia,5
FLLC.09.001,"Eesti keele algkursus I, inglise keele baasil, tase 0 > A1.1",6
SORG.04.019,Euroopa integratsiooni teooriad,6
ARSI.01.011,Silmahaigused,1
SVMJ.02.013,Ettevõtlus,6
MTMS.01.023,Aegridade analüüs,6
SHZU.05.026,Raamatukultuur,3
HVVK.01.083,Galvaanika,3
MJJV.09.031,Finantsarvestus,6
FLKE.02.275,"Prantsuse keel algtasemel (süvaõpe), tase 0 > A1",12
HVVK.14.025,Jazzmuusikalugu,3
HVLC.05.034,"Vene keele grammatika II (100% e-õpe), tase B1",3
HVVK.01.094,Üldkompositsioon I,3
HVLC.01.035,"Inglise keel kesktasemele. Grammatika ja sõnavara, tase B1.2 > B2.1",3
ARST.01.123,Ergonoomika,1
FLGR.02.330,Ladina keele põhikursus romanistika erialale,6
SVUH.00.079,Uuriv ajakirjandus,6
ARFA.02.118,Uurimistöö seminar farmaatsia ajaloost,7
ARTH.04.038,Tervisedenduse alused,4
MJCV.00.006,Ettevõtlus ja innovatsioon,9
FLKU.04.097,Rahvusvaheline folkloristika,3
MTAT.08.024,Hajussüsteemide seminar,12
P2VK.02.252,C. Orffi süsteemi alused,3
P2VK.04.362,Tantsukompositsioon III,3
HTOS.02.487,Akadeemilise kirjutamise alused,3
ARFA.01.082,Sotsiaalfarmaatsia ja ravimite ohutus,11
P2NC.00.587,Inglise-vene/eesti kõrvutav foneetika,3
HVKU.03.008,Uurimis- ja analüüsimeetodid kultuurikorralduses,6
USUS.02.089,Metodoloogia seminar,6
MTMS.02.059,Tõenäosusteooria ja matemaatiline statistika,6
ARMP.03.015,Patoloogiline füsioloogia,8
ARMP.03.014,Patoloogiline füsioloogia,6
HVUS.02.007,Religioonisemiootika,3
FLAJ.00.064,Juhendaja seminar,3
HVLC.00.005,Individuaalpraktika,3
SVPC.00.026,Magistriseminar,4
HVVK.14.007,Kirivöö kudumine,3
HVEE.03.008,"Soome keele algkursus inglise keele baasil II, tase A1.1 > A1.2",6
HVEE.01.008,Võru keele järgkursus,3
FLKU.05.259,Teatripraktika,3
LO00.00.001,Kuidas Tartu Ülikoolis edukas olla?,1
LOFY.00.010,Doktorikursus materjaliteaduses,18
MTMS.02.039,Finantsmatemaatika arvutusmeetodid,6
FLFL.00.008,"Kultuurispetsiifiline ja universaalne Euroopa keeltes ja kultuurides. Taju, keelematerjal, diskursused",3
LTTI.00.011,Biomeditsiinitehnika,6
LTTO.00.003,Kosmose- ja militaartehnoloogia seminar,6
FLLC.01.006,"Margaret Atwood: tekstid, intertekstid ja kontekstid",6
HVLC.03.009,"Prantsuse keele algkursus III (inglise keele baasil), tase A1.2 > A2.1",6
ARFA.01.100,Sotsiaalfarmaatsia uurimismeetodid,2
KKSB.05.075,Inimese põhiliikumise funktsionaalne analüüs,5
P2VK.04.358,Moderntants I,6
MJJV.02.106,Turundus,6
LOFY.02.031,Magistriseminar spektroskoopias,6
P2OG.02.169,Väärteomenetlus,3
P2OG.04.034,Prantsuse keel algajatele A1,6
ARST.01.108,Professionaalne areng I,2
MJJV.11.001,Ettevõtluse alused I,3
MTMS.01.035,Matemaatiline statistika II,6
MTMM.00.342,Matemaatiline maailmapilt,6
LOFY.01.033,Laserite füüsika,3
LOKT.08.005,Kemomeetria,6
MJJV.03.084,Organisatsioonikäitumine,3
MTAT.03.324,Hackathon'idel osalemine,3
LOFY.01.018,Signaalitöötluse alused I,3
MTMS.02.041,Erialane praktika I,6
LOKT.04.036,Roheline tehnoloogia,4
HVVK.14.087,Kunsti vaadeldes,3
SHUH.04.041,Infohaldus avalikus sektoris,6
FLGR.06.176,Taani keele leksikoloogia ja keelekirjeldus,3
P2NC.00.594,Kirjalik ja suuline tõlge inglise keelde,6
HVVK.03.015,Kuidas õppida kõrgkoolis,2
HVAJ.00.004,Sissejuhatus Eesti ajalukku,6
MTMM.00.123,Matemaatika didaktika seminar,3
FLLC.09.006,"Eesti keel kesktasemele I, sõnavara ja vestlus, B1.1 > B1.2",6
P2VK.05.387,Loovtegevuste juhendamise praktika I,3
MVBS.02.003,Rottide ja hiirte käitumuslik fenotüpiseerimine,1
FLAJ.05.155,Kunstiajaloo tüvitekstid,6
HVVK.03.006,Pärimuskultuur tänapäeva ühiskonnas,3
LOOM.04.038,Käitumisökoloogia,3
P2NC.01.085,Tarkvaratehnika,3
LOOM.03.125,Settekivimite petroloogia,6
ARST.01.109,Professionaalne areng II,1
P2VK.01.289,Sissejuhatus sidusõpetusse,2
P2OG.01.068,Tsiviilmenetluse eriseminar,3
SHSS.00.010,Sotsioloogia teooria seminar I,3
HTHT.02.046,Alus- ja alghariduse doktoriõppe eriseminar III,3
P2VK.05.173,Kultuurhariduse vaatluspraktika,3
ARSK.05.014,Tervishoiu kvaliteedi hindamine ja juhtimine,3
ARFR.02.051,Farmakoloogia,11
LOMR.01.006,Ülegenoomsed tehnoloogiad molekulaarbioloogias,3
SVHI.01.052,Metoodika ja konteksti omandamise praktikum,6
P2NC.01.103,Vene keele foneetika ja sõnamoodustus,3
MTAT.03.310,Ärianalüüs,6
LTOM.04.006,Zooplanktoni ökoloogia,2
MVFA.00.017,Farmakoepidemioloogia ja farmakoökonoomika,2
MVFA.00.015,Biofarmaatsia,2
P2OG.02.202,Rahvusvaheline mereõigus,6
MVSF.00.005,Võimlemise algõpetus,3
P2OG.02.200,Uurimistöö oskused ja akadeemiline kirjutamine,6
P2PC.00.658,Protsessi- ja kvaliteedijuhtimine,5
P2VK.01.283,Silmuskudumine I,3
USUS.04.068,Kreeka keel,6
MJRI.10.038,Makroökonoomika,9
MTMS.02.037,Elukestusmudelid,3
OIEO.04.140,Uurimistöö,6
ARSM.00.015,Harrastusspordi võlud ja valud,2
LTTI.00.013,Menetluspraktika loodusteadustes ja tehnoloogias,6
HVLC.06.017,Süvendatud taani keel filoloogidele,6
FLGR.01.042,Inglise keele praktiline grammatika I,3
ARSK.05.019,Haige uurimine sisekliinikus,1
OIAO.07.043,Rahvusvaheline kriminaalõigus,3
FLEE.00.028,Magistritöö,30
SOSS.04.057,Osaluspraktika sotsiaaltöö või sotsiaalpoliitika alal,6
LOMR.03.001,Mikroobigeneetika,3
HTHT.02.049,Matemaatika didaktika II,3
OIEO.01.035,Kaasaegne õigusfilosoofia,6
KKSB.03.030,Tugi-liikumisaparaadi tervishoid,3
FLKU.10.002,"Sanskriti keele algkursus I, tase 0>A1.2",6
MVFA.00.016,Kliiniline farmaatsia,3
P2NC.00.120,Inglise keel,6
OIAO.07.093,Küberkaitse ja rahvusvaheline küberjulgeolek,3
LTAT.05.012,Tarkvara tootejuhtimise seminar,3
LTFY.01.007,Füüsika ja tehnika,6
HVUS.03.002,Lähilugemisi religiooniuuringutest ja teoloogiast,3
HVEE.03.005,Soome-ugri keelte ajalugu,3
FLLC.09.010,"Eesti keel kõrgtasemele I, B2.1 > B2.2",6
MTMS.01.087,Erialane praktika,6
P2OG.02.209,Euroopa Liidu õigus,6
SHHI.02.054,Tekstiõpetus I ja II kooliastmes,2
P2OG.01.083,Ladina juriidiline terminoloogia,3
P2VK.04.638,Lavalise liikumise praktika,5
HVVK.14.015,Tarbegraafika kujundus vektorprogrammides,3
SHZU.03.004,Kommunikatsioon sotsiaalsete muutuste kujundamisel,6
LOLO.00.076,Koolibioloogia I,4
HVEE.00.005,Erialapraktika II,3
MTAT.03.132,Multimeedia,3
SVMJ.02.005,Teadmuspõhine iduettevõtlus,3
P2OG.01.107,Ehitus- ja planeerimisõigus,6
SVNC.00.066,Eesti keele aluskursus I,20
MJJV.07.097,Aasia riigid maailmamajanduses,6
HVLC.09.008,"Eesti keele intensiivkursus I. Suuline ja kirjalik eneseväljendus (inglise keele baasil), tase 0 > A2",15
LTFY.03.001,Fotoonika projekt,6
ARHO.02.004,Hematoloogia,2.25
LOOM.04.002,Etoloogia,3
P2OG.04.037,Prantsuse õiguskeel (B2-C1),6
HTOS.02.499,Inglise keelt kõnelevate maade maiskonnalugu esimeses ja teises kooliastmes I,3
ARTH.05.012,Tervishoiuökonoomika,3
MTMM.00.242,Matemaatika alused,3
MTMS.01.085,Statistiline analüüs,4
AROT.00.040,"Teadmised, teave ja teabe arendamine õendusteaduses",6
P2VK.02.672,Ansambel III,6
HVLC.06.009,"Rootsi keel keskastmele II, tase B1.2 > B2.1",6
HVLC.05.004,"Vene keel füsioterapeutidele, tase A2.1 > A2.2",3
SVHI.06.019,Tehnoloogia loovkasutus: teooria ja rakendused,3
SVHI.06.020,Arvutigraafika ja multimeedia haridustehnoloogias,3
LOKT.00.005,Konsultatiivtöö metoodika,6
HVKU.03.025,Materiaalne kultuur ja muuseum,3
SVUH.06.001,Andmeanalüüsi praktikum,3
MTMS.02.048,Tõenäosusteooria seminar,3
LOOM.01.121,Sissejuhatus eukarüootide mitmekesisusse - protistid ja seened,2
HVVK.14.099,Meeskoor,6
P2OG.02.195,Rahvusvahelise õiguse ajalugu ja teooria,6
MTMM.00.352,Matemaatika koolis,6
LOTI.05.058,Arvutitehnoloogia,6
SHZU.00.001,Praktiline ajakirjandus,6
HVVK.14.020,Fotograafia,3
LOKT.09.007,Orgaaniline keemia IV,9
FLFI.02.003,Eetika alused,3
MV00.00.007,Praktika valiktsükkel,7
HVEE.04.011,Digihumanitaaria seminar: kuidas meetodid muudavad teooria,2
HVVK.12.034,"Vene keele suhtluskursus, tase B1.1>B1.2",3
SVUH.00.011,Meedia ja kommunikatsiooni teooria seminar,3
KKSP.04.071,Sportliku eriala õpetamise metoodika,4
SVHI.01.056,Põhipraktika,9
HVLC.05.051,Seminar vene keele grammatikast,6
ARFA.02.122,Füüsikaline farmaatsia,6
SOPH.00.548,Eksperimentaalpsühholoogia eriseminar,3
P2VK.04.388,Tantsuanalüüs,3
HTOS.02.503,Kaasaegne eesti keel,6
MTMM.00.011,Üldine topoloogia I,6
ARFS.01.063,Inimese füsioloogia,10
P2NC.01.081,Diskreetne matemaatika,5
SHRG.00.016,Kvalitatiivne analüüs,6
OIAO.05.039,Haldusõigus,6
MTMM.00.351,Matemaatiline kirjaoskus,3
KKSP.03.051,Spordijuhtimise seminar,6
SVSV.00.003,Sotsiaalsete muutuste analüüsi metoodikate valik ja andmete hindamine,10
LOKT.04.084,Eriseminar heitmete tehnoloogias,5
SVUH.00.023,Tekstiloome ja toimetamine,6
MJ00.00.054,Magistriseminar,4
LOKT.09.022,Struktuuranalüüs I,3
LTFY.03.007,Rakendusfüüsika projekt,6
MVPT.02.013,Pedagoogika ja sotsiaalpedagoogika õenduses,7
LTOM.04.004,Loomuuringute eetika,3
LTOM.04.005,Troopikabioloogia,2
HVKU.04.013,Magistritöö,30
SVHI.01.031,Sissejuhatus nüüdisaegsesse õpikäsitusse,4
MJCV.00.034,Loovettevõtja reflektiivkursus,2
LTOM.02.017,Temaatiliste kaartide kujundamine,5
P2VK.05.328,Heli-ja valgustehnika praktikum,3
SORG.00.010,Praktika riigi või kohaliku omavalitsuse asutuses,6
FLFI.00.087,Uurijaseminar,9
SORG.00.009,Halduspoliitika,6
P2NC.00.958,Ürituste korraldamise praktika,3
P2VK.04.546,Eesti pärimustants,6
P2VK.05.200,Sissejuhatus huvijuhi erialasse,3
P2VK.05.196,Andragoogika,3
FLAJ.01.141,Magistriseminar arheoloogias,8
P2VK.05.385,Loovus- ja tegevusõppe alused,5
SVUH.06.002,Tänapäevased andmestikud sotsiaaluurimuses,3
SHUH.01.018,Audiovisuaalse teksti loome,4
HVVK.14.001,Laulmiskursus gregooriuse laulu baasil,3
LOTI.05.052,Andmehõive ja signaalitöötlus,6
HVKU.05.009,Assistendipraktika teatris,3
LOFY.01.148,Füüsika õpetamine põhikooli I ja II astmes,3
FLGR.02.379,Ladina keele põhikursus I,6
SVUH.00.021,Tehnoloogia ja innovatsioon,6
SHHI.02.055,Erialane inglise keel (C1 keeletase),6
P2NC.01.048,Noorsootöö praktika II,8
HVVK.14.049,Maalikursus - natüürmordist aktini I,3
MTAT.03.295,Väle tarkvaraarendus,6
HVVK.14.052,Digitaalne maalimine - tüüpprobleemid,3
FLGR.02.531,Keskaja ladina keel,3
SOSS.02.106,Multikultuursed ühiskonnad,6
SVUH.00.048,Võrdlev sotsiaalpoliitika,6
SHUH.06.001,Tervisesotsioloogia,3
ARSK.05.016,Sisehaiguste ring I,2
MJRI.01.033,Statistilised ja ökonomeetrilised meetodid,6
HVLC.03.007,"Prantsuse keele algkursus II, tase A1.1 > A1.2",6
MTMM.00.202,Optimiseerimismeetodid,6
P2VK.05.191,Organisatsiooniõpetus,3
FLEE.00.032,Sissejuhatus soome-ugri keelte ja eesti keele uurimisse,3
ARFA.02.099,Analüütiline keemia,12
FLEE.04.181,Eesti argikultuuri praktika,3
FLAJ.03.180,Eesti varauusaja ajalugu 1550-1710,4
MV00.00.006,Erakorralise meditsiini praktika,12
OIAO.01.053,Sissejuhatus psühholoogiasse,3
LOKT.10.012,Bioorgaaniline keemia,6
HVKU.04.001,Poliitiline folkloor ja rahvuslus,6
HVVK.03.007,Pedagoogiline praktikum II,2
SVUH.00.077,Ühiskond ja kultuur,6
LOTI.05.022,Riistvaraprojekt,6
FLFI.00.110,Filosoofiakonverents I,1
SVMJ.03.008,Juhtimise ja esindamise praktika,6
MV00.00.010,Teadusartikli kirjutamise metoodika ja publitseerimine,3
HVEE.04.004,Eesti keele töötlus Pythonis,6
MTMM.00.229,Optimaalse juhtimise teooria,6
ARNH.01.033,Naha- ja suguhaigused,5
FLFI.00.108,Arenguseminar,3
SVUH.00.013,Kuidas lugeda sotsiaalteooriaid,3
SVUH.00.025,Tänane meediaühiskond ja uued avalikkused,6
SVUH.01.004,Audiovisuaalse produktsiooni praktikum,4
SVUH.00.027,Audioteksti algkursus,4
SVUH.06.006,Sotsiaalteaduste metodoloogia alused,2
FLAJ.01.060,Muinas-Eesti sõjandus,3
HVEE.03.011,Ungari keele algkursus I,3
FLKU.04.135,"Eesti rahvalaul: allikad, teooriad ja liigitus",3
SVHI.06.017,Probleemilahendamine haridustehnoloogias,6
LTOM.02.006,Energiavood ja aineringed,3
SVHI.06.018,Digitaalne kommunikatsioon ja koostöö,3
SVHI.06.016,Sissejuhatus õpianalüütikasse,3
HVLC.04.026,Saksa keel erialases suhtluses,3
LOKT.10.017,Mõõtmised biokeemias,3
LTAT.03.002,Sissejuhatus erialasse,6
KKSP.03.001,Spordipsühholoogia,3
